rel	pid	cand_v	is_Table	is_DBpedia
1	table-0514-664-3	1934-1937	1	0
1	table-0514-664-3	1934–1937	1	0
0	table-0514-664-4	1937–1938	1	0
1	table-0514-664-4	1937–1943	1	0
1	table-0514-664-4	1937-1943	1	0
0	table-0514-664-4	Ontario_general_election,_1937	1	0
0	table-0514-664-4	1938–1943	1	0
0	table-1426-354-3	Prince_Filiberto,_Duke_of_Genoa	1	0
0	table-1426-354-3	1_April_1905	1	0
0	table-1426-354-3	Turin	0	1
0	table-1426-354-3	1895-03-10	0	1
1	table-1426-354-3	1990-09-07	0	1
0	table-1426-354-3	Princess_Lydia_of_Arenberg	0	1
0	table-1426-354-3	Succeededby_Extinct	1	0
0	table-1426-354-3	Duke_of_Genoa	0	1
1	table-1426-354-3	23_July_1977	1	0
0	table-1426-354-3	Lausanne	0	1
0	table-1426-354-3	--06-24	0	1
1	table-1426-354-3	1990	1	0
0	table-1426-354-3	1895	1	0
1	table-1426-354-0	1855-02-10	0	1
0	table-1426-354-0	Turin	0	1
0	table-1426-354-0	Prince_Thomas,_Duke_of_Genoa	0	1
0	table-1426-354-0	1822-11-15	0	1
0	table-1426-354-0	1831	0	1
0	table-1426-354-0	Duke_of_Genoa	0	1
1	table-1426-354-0	4_January_1926	1	0
0	table-1426-354-0	4_February_1830	1	0
0	table-1426-354-0	Florence	0	1
0	table-1426-354-0	Kingdom_of_Sardinia	0	1
0	table-1426-354-0	Grand_Duchy_of_Tuscany	0	1
0	table-1426-354-0	20_November_1851	1	0
0	table-1426-354-0	Princess_Elisabeth_of_Saxony	0	1
1	table-1426-354-0	19_July_1986	1	0
0	table-1426-354-0	Margherita_of_Savoy	0	1
0	table-1426-354-4	Turin	0	1
0	table-1426-354-4	Duke_of_Ancona	0	1
1	table-1426-354-4	8_December_1996	1	0
0	table-1426-354-4	Princess_Lucia_of_Bourbon-Two_Sicilies	0	1
0	table-1426-354-4	Duke_of_Genoa	0	1
0	table-1426-354-4	1906-03-13	0	1
0	table-1426-354-4	13_March_1906	1	0
0	table-1426-354-4	Princess_Maria_Isabella_of_Savoy-Genoa	0	1
1	table-1426-354-4	1996-12-08	0	1
0	table-1426-354-4	Prince_Eugenio,_Duke_of_Genoa	1	0
0	table-1426-354-4	São_Paulo	0	1
0	table-1426-354-4	--09-07	0	1
0	table-1426-354-4	9_July_1908	1	0
0	table-1426-354-4	Basilica_of_Superga,_near_Turin	0	1
0	table-1426-354-1	Princess_Isabella_of_Bavaria	0	1
0	table-1426-354-1	Kingdom_of_Sardinia	0	1
0	table-1426-354-1	Prince_Eugenio,_Duke_of_Genoa	0	1
0	table-1426-354-1	Prince_Adalberto,_Duke_of_Bergamo	0	1
0	table-1426-354-1	NA	1	0
0	table-1426-354-1	Palazzo_Chiablese	0	1
0	table-1426-354-1	1854	1	0
0	table-1426-354-1	31_August_1863	1	0
0	table-1426-354-1	Princess_Adelaide	0	1
0	table-1426-354-1	Princess_Bona_Margherita_of_Savoy-Genoa	0	1
0	table-1426-354-1	Prince_Filiberto,_Duke_of_Genoa	1	1
0	table-1426-354-1	Prince_of_Savoy-Genoa	0	1
0	table-1426-354-1	1854-02-06	0	1
1	table-1426-354-1	2_February_1971	1	0
0	table-1426-354-1	Prince_Ferdinando,_Duke_of_Genoa_(1884–1963)	0	1
0	table-1426-354-1	Kingdom_of_Italy	0	1
1	table-1426-354-1	1931-04-15	0	1
0	table-1426-354-1	Turin	0	1
0	table-1426-354-1	Duke_of_Genoa	0	1
1	table-1426-354-1	1931	1	0
0	table-1426-354-1	1_August_1896	1	0
0	table-1426-354-1	1855	0	1
0	table-1383-401-22	--04-22	0	1
0	table-1383-401-22	Wesley_E._Disney	1	0
0	table-1383-401-22	Everette_B._Howard	1	0
0	table-1383-401-22	1915-03-04	0	1
0	table-1383-401-22	1935-01-03	0	1
0	table-1383-401-22	Charles_O'Connor_(politician)	1	0
0	table-1383-401-22	James_S._Davenport	1	0
0	table-1383-401-22	James_V._McClintic	1	0
0	table-1383-401-22	Oklahoma	0	1
0	table-1383-401-22	Democratic_Party_(United_States)	0	1
0	table-1383-401-22	McClintic,_James_Vernon	0	1
0	table-1383-401-22	1915–1935	1	0
0	table-1383-401-22	Thomas_Alberter_Chandler	1	0
0	table-1383-401-22	Emma_May_Biggs_McClintic	0	1
0	table-1383-401-22	Mary_Vance_McClinticOlive_Erle_McClintic	0	1
0	table-1383-401-22	Oklahoma's_7th_congressional_district	1	0
0	table-1383-401-22	March_4,_1915_–_January_3,_1935	1	0
0	table-1383-401-22	Samuel_J._Montgomery	1	0
0	table-1383-401-22	James_Vernon_McClintic	0	1
0	table-1383-401-22	1948-04-22	0	1
0	table-1383-401-6	1939-10-04	0	1
0	table-1383-401-6	Marjorie_McAllister_Fulton_Harrell	0	1
0	table-1383-401-6	Elmer_Lincoln_Fulton	0	1
0	table-1383-401-6	Fulton,_Elmer_Lincoln	0	1
0	table-1383-401-6	Oklahoma	0	1
0	table-1383-401-6	United_States_congressional_delegations_from_Oklahoma	0	1
0	table-1383-401-6	Democratic_Party_(United_States)	0	1
0	table-1383-401-6	Bird_Segle_McGuire	1	0
0	table-1383-401-6	1907-11-16	0	1
0	table-1383-401-6	--10-04	0	1
1	table-1383-401-6	1907	0	1
0	table-1383-401-6	1907–1909	1	0
0	table-1383-401-6	November_16,_1907_–_March_4,_1909	1	0
0	table-1383-401-6	District_created	0	1
0	table-1383-401-6	Mabel_Rinehart_Fulton	0	1
0	table-1383-401-6	William_Wirt_Hastings	1	0
0	table-1383-401-6	1909-03-03	0	1
1	table-1383-401-103	1980	1	0
0	table-1383-401-103	Error:_This_is_not_a_valid_number._Please_refer_to_the_documentation_at_for_correct_input.—	1	0
0	table-1383-401-103	John_Sullivan_(Oklahoma)	1	0
0	table-1383-401-103	Republican_Party_(United_States)	0	1
0	table-1383-401-103	1979_Oklahoma_Sooners_football_team	1	0
0	table-1383-401-103	1995-01-03	0	1
0	table-1383-401-103	Republican_Conference_Chairman_of_the_United_States_House_of_Representatives	0	1
0	table-1383-401-103	Oklahoma's_4th_congressional_district	1	0
0	table-1383-401-103	Ottawa_Rough_Riders	1	0
0	table-1383-401-103	2003-01-03	0	1
0	table-1383-401-103	J.C._Watts	0	1
0	table-1383-401-103	Watts,_J._C.,_Jr.	0	1
0	table-1383-401-103	Y	0	1
0	table-1383-401-103	NA	1	0
0	table-1383-401-103	Steve_Largent	1	0
1	table-1383-401-103	1999	0	1
0	table-1383-401-103	from_Oklahoma's_4th_congressional_district	0	1
0	table-1383-401-103	1995–2003	1	0
0	table-1383-401-103	Re-elected	1	0
1	table-1383-401-103	1995	0	1
0	table-1383-401-103	1986	0	1
0	table-1383-401-103	Frankie_Watts	0	1
0	table-1383-401-103	6	1	1
0	table-1383-401-103	1999–2003	1	0
0	table-1383-401-103	January_3,_1995	1	0
0	table-1383-401-103	1999-01-03	0	1
0	table-1383-401-103	Oklahoma	1	1
0	table-1383-401-103	J._C._Watts	1	1
0	table-1383-401-103	1981	0	1
0	table-1383-401-103	1997_State_of_the_Union_Address	1	0
0	table-1383-401-103	1980_Oklahoma_Sooners_football_team	1	0
0	table-1383-401-103	Member_of_the_U.S._House_of_Representatives	0	1
0	table-1383-401-91	Wes_Watkins	1	1
0	table-1383-401-91	William_K._Brewster	0	1
0	table-1383-401-91	1997–2003	1	0
0	table-1383-401-91	Watkins,_Wesley_Wade	0	1
0	table-1383-401-91	NA	1	0
0	table-1383-401-91	13	1	0
0	table-1383-401-91	Re-elected	1	0
0	table-1383-401-91	January_3,_1977	1	0
0	table-1383-401-91	John_Sullivan_(Oklahoma)	1	0
1	table-1383-401-91	1977	0	1
0	table-1383-401-91	Oklahoma	1	1
0	table-1383-401-91	Carl_Albert	0	1
0	table-1383-401-91	Democratic_until_1996Republican_1996–present	0	1
0	table-1383-401-91	James_Robert_Jones	1	0
0	table-1383-401-91	Steve_Largent	1	0
0	table-1383-401-91	Oklahoma's_3rd_congressional_district	1	0
0	table-1383-401-91	January_3,_1997	1	0
1	table-1383-401-91	1997	0	1
0	table-1383-401-91	Jim_Inhofe	1	0
0	table-1383-401-91	1977–1991	1	0
0	table-1383-401-53	1935-01-03	0	1
0	table-1383-401-53	75th_United_States_Congress	1	0
0	table-1383-401-53	1967-08-10	0	1
0	table-1383-401-53	E._W._Marland	1	0
0	table-1383-401-53	1943-01-03	0	1
0	table-1383-401-53	Lee,_Joshua	0	1
0	table-1383-401-53	List_of_United_States_Senators_from_Oklahoma	0	1
0	table-1383-401-53	January_3,_1937_–_January_3,_1943	1	0
1	table-1383-401-53	1935	0	1
0	table-1383-401-53	Thomas_Gore	1	0
0	table-1383-401-53	56	1	0
0	table-1383-401-53	NA	1	0
0	table-1383-401-53	87	1	0
0	table-1383-401-53	from_Oklahoma's_5th_congressional_district	0	1
0	table-1383-401-53	Democratic_Party_(United_States)	0	1
1	table-1383-401-53	1934	1	0
0	table-1383-401-53	72	1	0
0	table-1383-401-53	1937–1943	1	0
0	table-1383-401-53	Lost_re-election_Republican_gain	1	0
0	table-1383-401-53	1935–1937	1	0
1	table-1383-401-53	1937	1	1
0	table-1383-401-53	Joshua_B._Lee	0	1
0	table-1383-401-53	1937-1943	1	0
0	table-1383-401-53	1937-01-03	0	1
0	table-1383-401-53	Wesley_E._Disney	1	0
0	table-1383-401-53	75years,_199days	1	0
0	table-1383-401-53	Oklahoma	0	1
0	table-1383-401-53	Oklahoma's_5th_congressional_district	1	0
0	table-1383-401-53	Leon_C._Phillips	1	0
0	table-1383-401-53	76th_United_States_Congress	1	0
0	table-1383-401-53	77th_United_States_Congress	1	0
0	table-1383-401-53	Member_of_the_U.S._House_of_Representatives	0	1
0	table-0390-922-74	1973	1	0
0	table-0390-922-74	1977_Wimbledon_Championships	1	0
1	table-0390-922-74	1951-11-01	0	1
0	table-0390-922-74	1976_Denver_WCT	1	0
0	table-0390-922-74	February_18,_1974	1	0
0	table-0390-922-74	Toowoomba	0	1
0	table-0390-922-74	1977	1	0
0	table-0390-922-74	1971_Dutch_Open_(tennis)	1	0
0	table-0390-922-74	1979	1	0
0	table-0390-922-74	1974	1	0
0	table-0390-922-74	Australia	0	1
0	table-0390-922-74	1981	1	0
0	table-0390-922-74	15_November_1976	1	0
0	table-0390-922-74	1974_Australian_Open	1	0
0	table-0390-922-74	1972	1	0
0	table-0390-922-74	1976	1	0
0	table-0390-922-74	19_April_1976	1	0
0	table-0390-922-74	1975	1	0
0	table-0390-922-111	1980	1	0
0	table-0390-922-111	1971	1	0
0	table-0390-922-111	1968	1	0
0	table-0390-922-111	Australia	1	0
0	table-0390-922-111	1974_Dec	1	0
0	table-0390-922-111	NA	1	0
0	table-0390-922-111	1976_US_Open_(tennis)	1	0
0	table-0390-922-111	23_February_1976	1	0
0	table-0390-922-111	29_February_1976	1	0
1	table-0390-922-111	1950-02-14	0	1
0	table-0390-922-111	1979	1	0
0	table-0390-922-111	Arthur_Ashe	1	0
0	table-0390-922-111	1976	1	0
0	table-0390-922-111	Andrew_Pattison	1	0
0	table-0390-922-111	18_January_1982	1	0
0	table-0390-922-111	Sydney,_New_South_Wales,_Australia	0	1
0	table-0390-922-111	Phil_Dent	1	0
0	table-0390-922-111	Sydney	0	1
0	table-0390-922-111	18_January_1971	1	0
0	table-0390-922-111	1978	1	0
0	table-0390-922-111	United_States	1	0
0	table-0390-922-111	1982	1	0
0	table-0390-922-111	1977	1	0
0	table-0390-922-111	5	1	0
0	table-0390-922-111	1981	1	0
0	table-0390-922-111	New_South_Wales	0	1
0	table-0390-922-111	1968_French_Open	1	0
0	table-0390-922-111	1975	1	0
0	table-0390-922-201	22_October_1989	1	0
0	table-0390-922-201	1983	1	0
0	table-0390-922-201	1991	1	0
0	table-0390-922-201	1992	1	0
0	table-0390-922-201	Ronnie_Båthman	1	0
0	table-0390-922-201	6_April_1986	1	0
0	table-0390-922-201	1986	1	0
0	table-0390-922-201	Jan_Gunnarsson	1	0
0	table-0390-922-201	13_July_1987	1	0
0	table-0390-922-201	13_October_1986	1	0
0	table-0390-922-201	1989	1	0
1	table-0390-922-201	1962-05-30	0	1
0	table-0390-922-201	1984	1	0
0	table-0390-922-201	1985	1	0
0	table-0390-922-201	Olofström	0	1
0	table-0390-922-201	Olofstrom,_Sweden	0	1
0	table-0390-922-201	1990	1	0
0	table-0390-922-201	1987	1	0
0	table-0390-922-201	27_October_1985	1	0
0	table-0390-922-292	Albert_Costa	1	0
0	table-0390-922-292	Mariano_Zabaleta	1	0
1	table-0390-922-292	1974-09-23	0	1
0	table-0390-922-292	16_February_1998	1	0
0	table-0390-922-292	Dominik_Hrbatý	1	0
0	table-0390-922-292	1997	1	0
0	table-0390-922-292	2007	1	0
0	table-0390-922-292	2003_Telecom_Italia_Masters	1	0
0	table-0390-922-292	1.	1	0
0	table-0390-922-292	Barcelona	0	1
0	table-0390-922-292	1997_ATP_German_Open	1	0
0	table-0390-922-292	Félix_Mantilla_Botella	1	0
0	table-0390-922-292	31_December_2001	1	0
0	table-0390-922-292	14_July_1996	1	0
1	table-0390-922-292	1974	1	0
0	table-0390-922-292	1996_Oporto_Open	1	0
0	table-0390-922-292	2009_Seniors_Torneo_Godó	1	0
0	table-0390-922-292	1995_ATP_Buenos_Aires_–_Singles	1	0
0	table-0390-922-292	11_August_1997	1	0
0	table-0390-922-292	2002_Qatar_Open	1	0
0	table-0390-922-292	Marcelo_Ríos	1	0
0	table-0390-922-292	9_April_2001	1	0
0	table-0390-922-292	David_Ferrer	1	0
0	table-0390-922-292	Tomáš_Cibulec	1	0
0	table-0390-922-292	Emanuel_Couto	1	0
0	table-0390-922-292	Error:_2003-05-11_This_is_not_an_acceptable_date_format._Please_check_the_spelling,_check_the_numbers_and/or_read_the_documentation_at_template_for_correct_date_input.	1	0
0	table-0390-922-292	2003_Telecom_Italia_Masters_–_Men's_Singles	1	0
0	table-0390-922-292	Barcelona,_Spain	0	1
0	table-0390-922-292	1998	1	0
0	table-0390-922-292	Roger_Federer	1	0
0	table-0390-922-292	1996	1	0
0	table-0390-922-292	11_August_1996	1	0
0	table-0390-922-292	František_Čermák	1	0
0	table-0390-922-142	Gisborne,_New_Zealand	0	1
0	table-0390-922-142	26_April_1992	1	0
0	table-0390-922-142	1987_Bristol_Open	1	0
0	table-0390-922-142	NA	1	0
0	table-0390-922-142	1988	1	0
0	table-0390-922-142	1986	1	0
0	table-0390-922-142	1989_Livingston_Open	1	0
0	table-0390-922-142	11_October_1987	1	0
0	table-0390-922-142	Wayne_Ferreira	1	0
0	table-0390-922-142	Ramesh_Krishnan	1	0
0	table-0390-922-142	1989	1	0
0	table-0390-922-142	Kelly_Evernden	1	0
1	table-0390-922-142	1985	1	0
1	table-0390-922-142	1992	1	0
1	table-0390-922-142	1961-09-21	0	1
0	table-0390-922-142	1990	1	0
0	table-0390-922-142	Kevin_Curren	1	0
0	table-0390-922-142	August_20,_1989	1	0
0	table-0390-922-142	Jaime_Yzaga	1	0
1	table-1426-354-2	19_July_1986	1	0
0	table-1426-354-2	Italy	1	0
0	table-1426-354-2	Prince_Eugenio,_Duke_of_Genoa	1	0
0	table-1385-350-53	Yellowhead_County	0	1
0	table-1385-350-53	Alberta	0	1
0	table-1385-350-53	Canada	0	1
0	table-1385-350-18	Alberta	0	1
1	table-1385-350-18	1970-12-15	0	1
0	table-1385-350-18	17.965	1	0
0	table-1385-350-18	Starland_County	0	1
0	table-1385-350-18	Kneehill_County	0	1
0	table-1385-350-18	County_of_Stettler_No._6	0	1
0	table-1385-350-18	Canada	0	1
0	table-1385-350-15	Alberta	0	1
0	table-1385-350-15	NA	1	0
0	table-1385-350-15	Cypress_County	1	1
0	table-1385-350-15	Rural_Municipality_of_Maple_Creek_No._111	0	1
1	table-1385-350-15	1951	0	1
0	table-1385-350-15	Saskatchewan	0	1
0	table-1385-350-15	2.376	1	0
1	table-1385-350-15	1989	0	1
0	table-1385-350-15	Cypress_Hills_Interprovincial_Park	1	0
0	table-1385-350-15	Canada	0	1
0	table-1385-350-42	Municipal_District_of_Greenview_No._16	1	0
1	table-1385-350-42	1954-06-29	0	1
0	table-1385-350-42	Municipal_District_of_Greenview_No._16,	0	1
1	table-1385-350-4	1959-07-27	0	1
0	table-1385-350-4	Bow_Valley_Provincial_Park	1	0
0	table-1385-350-4	230	0	1
0	table-1385-350-4	Bighorn_No._8,	0	1
0	table-1048-131-3	Hamilton	0	1
1	table-1048-131-3	1887	0	1
0	table-1048-131-1	Hamilton	0	1
0	table-1048-131-1	The_John_Hodgins_Engineering_Building_remains_the_major_teaching,_research,_outreach_and_administrative_hub_on_campus_for_the_Faculty_of_Engineering	0	1
0	table-1048-131-1	Red_and_Yellow	0	1
0	table-1048-131-2	NA	1	0
0	table-1048-131-2	Hamilton	0	1
1	table-1048-131-2	1974	0	1
0	table-1048-131-2	1966	1	0
0	table-1048-131-2	James_Fraser_Mustard	1	0
0	table-1048-131-0	Hamilton	0	1
1	table-1048-131-0	1952	0	1
0	table-1048-131-0	DeGroote_School_of_Business	1	0
0	table-1048-131-5	Hamilton	0	1
1	table-1048-131-5	1887	0	1
0	table-0450-423-6	NA	1	0
0	table-0450-423-6	Harvest	1	0
0	table-0450-423-6	Ivlisi	1	0
0	table-0450-423-6	Heamoanne_(BorderMonth)	1	0
1	table-0450-423-6	31	1	0
0	table-0450-423-6	Tammuz	1	0
0	table-0450-423-9	Oktomberi	1	0
0	table-0450-423-9	Wine	1	0
1	table-0450-423-9	31	1	0
0	table-0450-423-9	Tishrin_Al-Awwal	1	0
0	table-0450-423-9	Wynmoanne_(WineMonth)	1	0
0	table-0450-423-7	Humanitarian_of_the_Month	1	0
0	table-0450-423-7	Agvisto	1	0
0	table-0450-423-7	Rispmoanne_(MonthofHarvest)	1	0
1	table-0450-423-7	31	1	0
0	table-0450-423-7	ʕAb	1	0
0	table-0450-423-7	Mary_(mother_of_Jesus)	1	0
0	table-0450-423-11	Dekemberi	1	0
0	table-0450-423-11	Wintermoanne_(WinterMonth)	1	0
0	table-0450-423-11	Kanun_Al-Awwal	1	0
1	table-0450-423-11	31	1	0
0	table-0450-423-11	December	1	0
0	table-0450-423-11	Christmas	1	0
0	table-0450-423-10	November	1	0
1	table-0450-423-10	30	1	0
0	table-0450-423-10	Tishrin_Al-Thani	1	0
0	table-0450-423-10	Slachtmoanne_(SlaughterMonth)	1	0
0	table-0450-423-10	Noemberi	1	0
0	table-0450-423-10	Saint_George	1	0
0	table-1108-811-22	All	1	0
0	table-1108-811-22	10	1	0
0	table-1108-811-22	13	1	0
0	table-1108-811-22	Siletz–Logsden_Rd.	1	0
1	table-1108-811-22	1	1	0
0	table-1108-811-22	14	1	0
0	table-1108-811-22	Beaver,_Pennsylvania	1	0
0	table-1108-811-22	15th_and_Garrison_Streets	1	0
0	table-1108-811-22	19	1	0
0	table-1108-811-22	Stewart-Haas_Racing	1	0
0	table-1108-811-22	1840_–_1841	1	0
0	table-1108-811-22	15	1	0
1	table-1108-811-22	20	1	0
1	table-1108-811-22	41	1	0
0	table-1108-811-22	5–6,_9,_16–17,_22,_24–25,_27,_30,_32,_36	1	0
0	table-1108-811-22	56	1	0
0	table-1108-811-22	Rice_Street_and_South_Beaumont_Road	1	0
0	table-1108-811-22	Error:_2001_October_This_is_not_an_acceptable_date_format._Please_check_the_spelling,_check_the_numbers_and/or_read_the_documentation_at_template_for_correct_date_input.	1	0
0	table-1108-811-22	Promoted_to_general,_1951	1	0
0	table-1108-811-22	39	1	0
0	table-1108-811-22	1–4,_7–8,_10–15,_18–21,_23,_26,_28–29,_31,_33–34,_36	1	0
0	table-1108-811-22	(Acting)	1	0
0	table-1108-811-22	8	1	0
0	table-1108-811-22	42	1	0
0	table-1108-811-22	11	1	0
0	table-1108-811-22	5–6,_9,_16–17,_22,_27	1	0
0	table-1108-811-22	34	1	0
0	table-1108-811-22	16	1	0
0	table-1108-811-22	38	1	0
0	table-1108-811-22	1–4,_7–8,_10–15,_18–21,_23,_26,_28–29,_31,_33–35	1	0
0	table-1108-811-22	9	1	0
0	table-1108-811-22	21	1	0
0	table-1108-811-22	4	1	0
0	table-1108-811-22	6	1	0
0	table-1108-811-22	2	1	0
0	table-1108-811-22	United_States_Army	1	0
0	table-1108-811-22	18	1	0
0	table-1108-811-22	24–25,_30,_32,_35	1	0
0	table-1108-811-22	1843	1	0
0	table-1108-811-22	Ginn_Racing	1	0
0	table-1108-811-22	Running	1	0
0	table-1108-811-22	23	1	0
0	table-1108-811-22	Harmony_Township,_Beaver_County,_Pennsylvania	1	0
0	table-1108-811-22	July_17	1	0
0	table-1108-811-22	5	1	0
0	table-1108-811-22	27	1	0
0	table-1108-811-22	Ohio_River	1	0
0	table-1108-811-22	3	1	0
0	table-1108-811-22	25	1	0
0	table-1108-811-22	12	1	0
0	table-1108-811-22	7	1	0
1	table-1108-811-8	1	1	0
0	table-1108-811-8	18604	1	0
0	table-1108-811-8	CLC	1	0
0	table-1108-811-23	Duluth_Harbor	1	0
0	table-1108-811-23	1954	1	0
0	table-1108-811-23	1973	1	0
0	table-1108-811-23	NA	1	0
0	table-1108-811-23	Oil_Well_Supply_Company	1	0
0	table-1108-811-23	South_Pass_(Wyoming)	1	0
0	table-1108-811-23	Smederevo	1	0
0	table-1108-811-23	U.S._Route_169	1	0
1	table-1108-811-23	1	1	0
1	table-1108-811-23	3	1	0
1	table-1108-811-23	6	1	0
0	table-1108-811-23	22.0	1	0
0	table-1108-811-23	Alpha_(1917^)	1	0
1	table-1108-811-23	2	1	0
0	table-1108-811-23	8	1	0
0	table-1108-811-23	South_of_Norwalk_at_33,_40-42_Highland_Ave.	1	0
0	table-1108-811-23	15	1	0
0	table-1108-811-23	U.S._Steel	1	0
0	table-1108-811-23	2005	1	0
0	table-1108-811-23	at_the_northern_end_of_Stuntz_Bay_Road	1	0
0	table-1108-811-14	Schenectady_Locomotive_Works	1	0
0	table-1108-811-14	25_(+9_from_MKT)	1	0
0	table-1108-811-14	1942	1	0
1	table-1108-811-14	10	1	0
0	table-1108-811-14	North_Bergen,_New_Jersey	1	0
0	table-1108-811-14	13	1	0
0	table-1108-811-14	1919_–_1922	1	0
0	table-1108-811-14	James_Whitcomb_Riley_(train)	1	0
1	table-1108-811-14	14	1	0
0	table-1108-811-14	Victor,_New_York	1	0
0	table-1108-811-14	495_Paderewski_Dr.	1	0
0	table-1108-811-14	1	1	0
0	table-1108-811-14	1938–1967	1	0
0	table-1108-811-14	Mason_Machine_Works	1	0
0	table-1108-811-14	70	1	0
0	table-1108-811-14	218	1	0
0	table-1108-811-14	95	1	0
0	table-1108-811-14	Lake_Shore_and_Michigan_Southern_Railway	1	0
0	table-1108-811-14	-1971	1	0
0	table-1108-811-14	1920's-1970	1	0
0	table-1108-811-14	17	1	0
0	table-1108-811-14	New_York	1	0
0	table-1108-811-14	Ohio	1	0
0	table-1108-811-14	NA	1	0
0	table-1108-811-14	New_York_Central_Railroad	1	0
0	table-1108-811-14	58	1	0
0	table-1108-811-14	The_Minute_Man	1	0
0	table-1108-811-14	American_Locomotive_Company	1	0
0	table-1108-811-14	Elkhart,_Indiana	1	0
0	table-1108-811-14	Xplorer_(United_States)	1	0
0	table-1108-811-14	Metro-North_Railroad	1	0
1	table-1108-811-14	8	1	0
0	table-1108-811-14	Jefferson_County,_New_York	1	0
0	table-1108-811-14	43	1	0
1	table-1108-811-14	81	1	0
0	table-1108-811-14	Ohio_State_Limited	1	0
0	table-1108-811-14	16	1	0
0	table-1108-811-14	NYCRR_Right-of-Way	1	0
0	table-1108-811-14	1924–1967	1	0
0	table-1108-811-14	1893-1893	1	0
1	table-1108-811-14	71	1	0
1	table-1108-811-14	57	1	0
0	table-1108-811-14	M_0445	1	0
0	table-1108-811-14	21	1	0
0	table-1108-811-14	6	1	0
1	table-1108-811-14	2	1	0
0	table-1108-811-14	Railway_Workers_&_Builders	1	0
0	table-1108-811-14	-1962	1	0
0	table-1108-811-14	1902-1967	1	0
1	table-1108-811-14	23	1	0
0	table-1108-811-14	Electro-Motive_Diesel	1	0
0	table-1108-811-14	Budd_Company	1	0
0	table-1108-811-14	Paper_railroad	1	0
0	table-1108-811-14	2914	1	0
0	table-1108-811-14	701st	1	0
0	table-1108-811-14	Manhattan	1	0
0	table-1108-811-14	3	1	0
0	table-1108-811-14	NYCRR_Right-of-Way_from_Remsen_to_Lake_Placid	1	0
0	table-1108-811-14	25	1	0
0	table-1108-811-14	Cincinnati_Mercury	1	0
0	table-1108-811-14	Canada_Southern_Railway	1	0
0	table-1108-811-14	ALCO	1	0
0	table-1108-811-14	100	0	1
0	table-1108-811-14	1966-07-23	1	0
1	table-1108-811-14	12	1	0
1	table-1108-811-14	7	1	0
0	table-1108-811-3	Even_numbers_only	1	0
0	table-1108-811-3	NA	1	0
0	table-1108-811-3	1942	1	0
1	table-1108-811-3	77	1	0
0	table-1108-811-3	Model_E8m,_rebuilt_from_EA_and_EB	1	0
1	table-1108-811-3	49	1	0
1	table-1108-811-3	1	1	0
0	table-1108-811-3	Baltimore_and_Ohio_Railroad	1	0
1	table-1108-811-3	33	1	0
0	table-1108-811-3	Maryland	1	0
1	table-1108-811-3	41	1	0
1	table-1108-811-3	29	1	0
1	table-1108-811-3	8	1	0
1	table-1108-811-3	218	1	0
1	table-1108-811-3	20	1	0
0	table-1108-811-3	100	0	1
0	table-0090-563-10	Sun,_Jul_29_09:50am	1	0
0	table-0090-563-10	6,307	1	0
0	table-0090-563-10	Saturday,_22nd_February,_2:40PM	1	0
0	table-0090-563-10	Sat_20/6	1	0
0	table-0090-563-10	17,763	1	0
0	table-0090-563-10	AFL	1	0
0	table-0090-563-10	16_July	1	0
0	table-0090-563-10	Invermay,_Tasmania	1	0
0	table-0090-563-10	Sunday,_22_February,_1:10_PM	1	0
0	table-0090-563-10	NA	1	0
0	table-0090-563-10	Sat,_Apr_28_06:30pm	1	0
0	table-0090-563-10	Sunday,_17_February	1	0
0	table-0090-563-10	AFL_Tasmania	0	1
0	table-0090-563-10	The_Gabba	1	0
0	table-0090-563-10	98	1	0
1	table-0090-563-10	21000	0	1
0	table-0090-563-10	Saturday,_9_August	1	0
0	table-0090-563-10	11	1	0
0	table-0090-563-10	15,063	1	0
0	table-0090-563-10	City_of_Launceston	0	1
0	table-0090-563-10	Hawthorn_Football_Club	1	0
1	table-0090-563-10	19,891	1	0
0	table-0090-563-10	4,720	1	0
0	table-0090-563-10	119	1	0
0	table-0090-563-10	Sun,_Aug_19_02:00pm	1	0
0	table-0090-563-10	Oval_stadium	1	0
0	table-0090-563-10	2	1	0
0	table-0090-563-10	18,112	1	0
0	table-0090-563-10	York_Park	1	0
0	table-0090-563-10	Launceston,_Tasmania	1	1
0	table-0090-563-10	Sat,_Jul_7_06:30pm	1	0
0	table-0090-563-10	4_March	1	0
0	table-0090-563-10	97	1	0
0	table-0090-563-10	23,000	1	0
1	table-0090-563-10	20,000	1	0
0	table-0090-563-10	20,011	1	0
0	table-0090-563-10	[S	1	0
0	table-0090-563-10	14,554	1	0
0	table-0090-563-10	15,581	1	0
0	table-0090-563-10	5,100	1	0
0	table-0090-563-10	170	1	0
0	table-0090-563-10	Tasmania	0	1
0	table-0090-563-10	15_July_2007	1	0
0	table-0090-563-10	6,257	1	0
0	table-0090-563-1	17_June_1996	1	0
0	table-0090-563-1	Moore_Park,_New_South_Wales	0	1
0	table-0090-563-1	6.8E7	0	1
0	table-0090-563-1	25_April_1997	1	0
0	table-0090-563-1	NRL	1	0
0	table-0090-563-1	35,419	1	0
0	table-0090-563-1	A_League	1	0
0	table-0090-563-1	3_June_1996	1	0
0	table-0090-563-1	18,436	1	0
0	table-0090-563-1	23_June_2012	1	0
0	table-0090-563-1	23/02/2008	1	0
